County,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub
04019,339453,349349.0,348349.0,359818.0,393034.0,395776.0
04021,109691,115469.0,127064.0,134885.0,142826.0,150529.0
04023,10989,12431.0,11790.0,13077.0,14649.0,14940.0
04025,75556,81514.0,84689.0,88425.0,102969.0,100860.0
04027,57978,60741.0,58292.0,59699.0,66816.0,70093.0
05003,4407,5067.0,4872.0,5304.0,,
05005,12235,13661.0,14840.0,14736.0,16708.0,15973.0
05007,55146,57030.0,83734.0,89148.0,99932.0,104507.0
05009,11388,12909.0,11978.0,12339.0,12320.0,13028.0
05015,8874,5548.0,8721.0,8321.0,10387.0,9863.0
05019,5388,5931.0,4730.0,6415.0,6882.0,6658.0
05023,7358,8309.0,8598.0,9287.0,8781.0,8777.0
05027,5685,5321.0,5363.0,5139.0,6179.0,6939.0
05029,4656,6014.0,6571.0,,7136.0,6546.0
05031,31444,34953.0,33592.0,36199.0,37102.0,40769.0
05033,16883,17433.0,16508.0,18712.0,18185.0,20633.0
05035,14734,14159.0,15076.0,16088.0,14801.0,16758.0
05045,33815,34850.0,34958.0,43820.0,43579.0,46156.0
05051,31264,29442.0,32944.0,33692.0,33845.0,37798.0
05055,13038,13399.0,13831.0,14242.0,15123.0,16193.0
05057,6334,7665.0,6729.0,6018.0,6605.0,
05059,7964,8868.0,9167.0,6895.0,9487.0,10075.0
05063,9420,7701.0,7014.0,7507.0,11954.0,12303.0
05069,17116,15895.0,17287.0,18637.0,19560.0,21015.0
05071,5703,6213.0,7103.0,5766.0,7488.0,8289.0
05083,5296,5840.0,5860.0,6455.0,7317.0,7134.0
05085,20220,22214.0,23581.0,22418.0,24199.0,24616.0
05091,11748,12813.0,12294.0,11677.0,12932.0,11238.0
05093,11571,11867.0,10939.0,11853.0,12823.0,12594.0
05103,4527,6823.0,8140.0,7140.0,6865.0,6991.0
05111,6636,7062.0,7483.0,7638.0,6868.0,7450.0
05113,4793,6363.0,5415.0,6699.0,6778.0,5758.0
05115,17394,17474.0,16837.0,17990.0,19634.0,21392.0
05119,123869,123296.0,126525.0,130607.0,152241.0,154309.0
05123,5293,4831.0,5795.0,6711.0,6017.0,6393.0
05125,36314,37437.0,36738.0,38961.0,44137.0,44499.0
05131,38598,39534.0,41011.0,39812.0,42958.0,44860.0
05139,9372,8663.0,9716.0,11838.0,10758.0,13564.0
05143,66023,70935.0,72529.0,74665.0,85647.0,89520.0
05145,20703,22988.0,23085.0,22179.0,26273.0,23954.0
05149,4398,4572.0,6342.0,5605.0,5432.0,5652.0
06001,497747,514194.0,523387.0,527894.0,544323.0,559621.0
06005,13166,12060.0,11124.0,13972.0,14512.0,13753.0
06007,70042,77970.0,77247.0,69048.0,73097.0,73479.0
06009,14650,14658.0,13861.0,14271.0,15871.0,15854.0
06011,5660,5753.0,5125.0,6547.0,4735.0,5953.0
06013,354650,359825.0,366087.0,375017.0,388241.0,394907.0
06015,7287,8045.0,8731.0,8555.0,7708.0,7807.0
06017,60198,58824.0,65325.0,67582.0,68985.0,69393.0
06019,239357,248319.0,249462.0,257160.0,272174.0,292162.0
06021,5955,8016.0,7827.0,9641.0,8939.0,9114.0
06023,43450,44979.0,48190.0,48726.0,49957.0,51010.0
06025,33259,34408.0,35417.0,40280.0,43008.0,44391.0
06029,213868,212336.0,227482.0,225209.0,254119.0,257567.0
06031,34135,34638.0,36458.0,37495.0,38546.0,38465.0
06033,17842,20878.0,21104.0,20885.0,22781.0,21649.0
06035,7128,7918.0,7770.0,7297.0,8330.0,8566.0
06037,2716680,2808968.0,2839783.0,2910085.0,3105604.0,3137105.0
06039,33198,36952.0,38547.0,38207.0,38450.0,40206.0
06041,96386,94267.0,98240.0,96892.0,97265.0,99157.0
06045,28163,26076.0,28375.0,28588.0,29656.0,31763.0
06047,62458,68863.0,69242.0,71777.0,71608.0,78024.0
06053,100338,109419.0,109291.0,113294.0,124378.0,122223.0
06055,42551,42296.0,42947.0,43031.0,46823.0,47647.0
06057,32529,35570.0,36189.0,34748.0,38477.0,41421.0
06059,928682,944942.0,952953.0,965595.0,1013708.0,1030059.0
06061,124425,126328.0,130702.0,134784.0,145166.0,149943.0
06065,605028,624708.0,639503.0,659749.0,704630.0,709245.0
06067,461107,482385.0,489254.0,504483.0,533584.0,533420.0
06069,15782,15864.0,17024.0,17221.0,19072.0,19894.0
06071,524842,538421.0,545085.0,565543.0,622969.0,626814.0
06073,979132,1015841.0,1037027.0,1042601.0,1096778.0,1104605.0
06075,311226,314800.0,321542.0,326022.0,323120.0,336779.0
06077,183136,188986.0,195383.0,199348.0,217914.0,223685.0
06079,90862,92925.0,92921.0,97456.0,98857.0,104962.0
06081,238448,239202.0,238585.0,245728.0,250363.0,250878.0
06083,121529,129193.0,131312.0,132331.0,137561.0,138451.0
06085,575642,582513.0,598900.0,598095.0,620514.0,623691.0
06087,84022,83999.0,83206.0,87071.0,90325.0,89643.0
06089,56345,59986.0,58228.0,60108.0,63165.0,63447.0
06093,15418,15620.0,16426.0,15163.0,16706.0,17332.0
06095,133656,137146.0,140315.0,137688.0,146033.0,146000.0
06097,162810,167704.0,172276.0,176115.0,179884.0,185079.0
06099,142437,149048.0,150982.0,151469.0,159966.0,162277.0
06101,25971,26155.0,27216.0,27125.0,30555.0,29325.0
06103,16390,18393.0,19470.0,22038.0,20049.0,21069.0
06107,105708,106577.0,108483.0,116216.0,122985.0,127603.0
06109,17418,17862.0,19306.0,20280.0,20209.0,19123.0
06111,230691,243113.0,242224.0,238110.0,260020.0,260261.0
06113,63321,64949.0,67374.0,68090.0,69390.0,70964.0
06115,21228,22510.0,19673.0,24009.0,25189.0,26936.0
08001,136722,140937.0,147051.0,153781.0,166804.0,174177.0
08005,207153,217376.0,221236.0,228389.0,232141.0,241616.0
08013,111736,116972.0,117647.0,122098.0,128683.0,131204.0
08014,24768,25842.0,26406.0,26321.0,28645.0,30345.0
08029,8705,8797.0,8173.0,9210.0,10644.0,9672.0
08031,248848,258429.0,272966.0,288787.0,299231.0,306028.0
08035,115129,114316.0,120428.0,123206.0,132369.0,136356.0
08037,14137,15421.0,0.0,17663.0,17662.0,0.0
08039,8115,8256.0,9005.0,9009.0,9510.0,9137.0
08041,232635,234282.0,239023.0,245502.0,268559.0,276435.0
08043,13847,14357.0,15274.0,15390.0,14362.0,14702.0
08045,18423,18572.0,16846.0,20508.0,19784.0,22237.0
08059,207876,210424.0,211471.0,216784.0,225832.0,229069.0
08067,15265,17889.0,16636.0,17466.0,20826.0,23001.0
08069,115210,120042.0,125794.0,134364.0,139857.0,143955.0
08075,6770,7725.0,7059.0,8612.0,7219.0,7008.0
08077,52288,52967.0,52193.0,55840.0,59309.0,60552.0
08083,7069,8182.0,7625.0,8149.0,8731.0,9178.0
08085,11260,13982.0,13540.0,13891.0,14872.0,15289.0
08087,8621,8674.0,9245.0,9334.0,10022.0,10992.0
08089,5829,,,6978.0,6273.0,7023.0
08101,47801,50519.0,50531.0,53614.0,59702.0,58703.0
08107,0,9171.0,0.0,8963.0,11367.0,0.0
08117,9019,8805.0,7358.0,0.0,0.0,0.0
08119,8886,9062.0,9284.0,8928.0,0.0,11703.0
08123,85933,87520.0,96263.0,99124.0,109430.0,114479.0
09001,288031,294087.0,310128.0,308504.0,330289.0,
09003,283569,288265.0,297169.0,306053.0,325037.0,
09005,63225,64834.0,62917.0,65562.0,71287.0,
09007,55971,57070.0,58736.0,58404.0,65192.0,
09009,265850,264675.0,280598.0,283145.0,318490.0,
09011,89386,93528.0,94696.0,96346.0,100787.0,
09013,45907,50386.0,48628.0,50563.0,53423.0,
09015,36034,36561.0,37318.0,41226.0,40229.0,
10001,54208,55265.0,57421.0,59536.0,63062.0,66693.0
10003,171764,179308.0,187641.0,189358.0,203602.0,206027.0
10005,64515,71874.0,77971.0,81973.0,94237.0,96845.0
11001,222327,230971.0,244913.0,252471.0,285126.0,299570.0
12001,78154,84283.0,84455.0,90547.0,95580.0,103318.0
12003,6748,5511.0,7545.0,8040.0,7174.0,0.0
12005,59109,62048.0,63684.0,61041.0,71815.0,74507.0
12007,6084,6666.0,6719.0,7628.0,7476.0,8565.0
12009,194035,198834.0,199410.0,205267.0,231105.0,238847.0
12011,559321,574037.0,595375.0,616221.0,677591.0,689815.0
12015,62981,62715.0,64209.0,67289.0,81097.0,82424.0
12017,50006,50739.0,50992.0,54926.0,59723.0,65174.0
12019,65095,68031.0,70205.0,70685.0,76093.0,80287.0
12021,116379,121836.0,122867.0,123666.0,146077.0,156103.0
12023,19372,18580.0,20518.0,20721.0,23370.0,24122.0
12027,4992,6518.0,9254.0,9721.0,10059.0,11910.0
12031,285564,293755.0,320444.0,322650.0,363391.0,377586.0
12033,98506,101851.0,98491.0,100498.0,111680.0,124604.0
12035,31611,30479.0,30427.0,33620.0,40100.0,50792.0
12039,10028,10236.0,10410.0,10883.0,14165.0,12127.0
12049,5126,5506.0,4722.0,4611.0,7049.0,6941.0
12051,7453,8850.0,9245.0,8724.0,9732.0,11702.0
12053,60889,61551.0,65765.0,70502.0,72890.0,72164.0
12055,26635,32561.0,31378.0,33383.0,39611.0,40268.0
12057,438945,459557.0,477938.0,489643.0,535757.0,545915.0
12061,45515,47073.0,46965.0,53462.0,61635.0,64634.0
12063,13213,14514.0,13140.0,10774.0,13979.0,14570.0
12069,107662,118259.0,120393.0,120966.0,137929.0,150702.0
12071,212406,230906.0,243916.0,256366.0,290448.0,311104.0
12073,98488,102360.0,99142.0,103207.0,112674.0,109525.0
12075,10196,10280.0,12618.0,12234.0,14572.0,15053.0
12081,114332,121995.0,131214.0,127058.0,148435.0,160693.0
12083,102327,114041.0,119117.0,126670.0,142562.0,148600.0
12085,50875,54186.0,55526.0,56644.0,63931.0,62011.0
12086,651666,664621.0,707253.0,727483.0,838178.0,859721.0
12087,25047,26331.0,27749.0,27615.0,31634.0,30549.0
12089,25874,28966.0,28730.0,31963.0,38166.0,39413.0
12091,62592,66552.0,69189.0,67229.0,75578.0,81933.0
12093,7390,8392.0,10296.0,12536.0,13241.0,12081.0
12095,399576,395156.0,403975.0,410484.0,473239.0,507146.0
12097,79788,86662.0,87428.0,96399.0,122622.0,140111.0
12099,449958,462259.0,481594.0,494967.0,532301.0,548228.0
12101,151987,172344.0,170476.0,184279.0,205475.0,219417.0
12103,330444,331324.0,336756.0,341381.0,374769.0,378278.0
12105,145098,149694.0,174011.0,193205.0,242743.0,261929.0
12107,18843,20493.0,23060.0,25388.0,24361.0,27249.0
12109,71561,73518.0,78321.0,85136.0,100876.0,113332.0
12111,91071,97927.0,105975.0,103410.0,121524.0,121251.0
12113,56558,55130.0,57071.0,60039.0,67529.0,68347.0
12115,146124,154346.0,160015.0,165138.0,186193.0,201796.0
12117,149197,159052.0,157971.0,166827.0,177995.0,179875.0
12119,43952,46453.0,55604.0,52880.0,61611.0,65509.0
12121,11114,13021.0,11107.0,12434.0,14455.0,14335.0
12123,4846,4729.0,5218.0,0.0,6391.0,6989.0
12127,161793,170725.0,178431.0,186280.0,216457.0,218073.0
12129,6108,8696.0,8041.0,11694.0,9821.0,11989.0
12131,21553,24622.0,25017.0,22366.0,30604.0,34251.0
12133,6705,7128.0,6667.0,7396.0,7103.0,8096.0
13009,11821,12166.0,11934.0,11349.0,13011.0,14266.0
13013,20933,22322.0,23905.0,24914.0,28337.0,28979.0
13015,30951,30271.0,27321.0,31132.0,32852.0,36609.0
13021,41964,42200.0,44744.0,45635.0,48671.0,52436.0
13029,10938,11615.0,11298.0,11318.0,14638.0,16442.0
13031,20308,22718.0,21394.0,23440.0,25661.0,27118.0
13033,5496,6486.0,5893.0,6436.0,7221.0,7765.0
13035,5080,4836.0,5640.0,5977.0,0.0,7277.0
13039,15193,16694.0,16280.0,17018.0,20159.0,20688.0
13045,33012,34478.0,33884.0,36835.0,40174.0,39844.0
13047,20716,20722.0,21131.0,21065.0,23486.0,23792.0
13051,93603,92326.0,95083.0,92322.0,110860.0,112712.0
13055,5964,6391.0,6151.0,6676.0,7869.0,8707.0
13057,77511,82354.0,84871.0,84298.0,94658.0,97890.0
13059,37496,42498.0,43062.0,44559.0,48877.0,50377.0
13063,75597,74661.0,73866.0,82243.0,97904.0,95837.0
13067,249747,254139.0,264117.0,271379.0,280829.0,285580.0
13069,8038,10460.0,9718.0,11294.0,10875.0,13052.0
13071,10683,9722.0,10809.0,12603.0,13683.0,13918.0
13073,38371,37639.0,40863.0,40926.0,45640.0,49689.0
13077,43695,45416.0,43765.0,46192.0,51682.0,51139.0
13081,5105,5555.0,4912.0,5563.0,,
13085,7527,6796.0,0.0,8651.0,10418.0,10557.0
13087,5728,6187.0,5552.0,4429.0,9154.0,7100.0
13089,234839,243349.0,249065.0,252247.0,253907.0,262542.0
13091,4193,4670.0,5250.0,4079.0,4850.0,4381.0
13095,24293,25336.0,25381.0,23608.0,28165.0,28622.0
13097,34206,40410.0,42413.0,41165.0,47271.0,51032.0
13103,16066,18967.0,19310.0,14375.0,20191.0,22502.0
13107,4829,6237.0,5945.0,6297.0,6752.0,7841.0
13111,8772,7832.0,10030.0,9363.0,10684.0,9050.0
13113,34987,36788.0,35405.0,38784.0,41585.0,42336.0
13115,28054,29358.0,26306.0,29030.0,29641.0,33237.0
13117,65828,73896.0,77709.0,77785.0,84539.0,86247.0
13119,3277,5860.0,6226.0,6844.0,7357.0,7957.0
13121,337180,357865.0,369239.0,395278.0,434565.0,428594.0
13123,8912,10018.0,10957.0,8633.0,11464.0,0.0
13127,25184,27167.0,28359.0,26632.0,30185.0,32663.0
13129,14122,15721.0,13560.0,15241.0,14982.0,19812.0
13131,6476,6675.0,6532.0,7557.0,7720.0,7946.0
13135,253878,261260.0,266630.0,268434.0,301701.0,307686.0
13137,8858,10844.0,11409.0,12408.0,13661.0,15124.0
13139,51665,53854.0,56688.0,59566.0,65674.0,68835.0
13143,9002,8543.0,8678.0,8975.0,10035.0,9189.0
13145,10269,10905.0,10800.0,9740.0,11391.0,10426.0
13147,6212,7017.0,8956.0,7330.0,9438.0,9329.0
13151,66411,69734.0,64789.0,69904.0,79094.0,81632.0
13153,45390,48822.0,50905.0,51182.0,55033.0,56886.0
13157,16984,20228.0,21112.0,20134.0,23359.0,26544.0
13169,8622,6539.0,8422.0,9283.0,8489.0,10274.0
13175,9491,10591.0,9834.0,10675.0,14076.0,16059.0
13177,8601,9581.0,8460.0,8807.0,10143.0,10650.0
13179,19094,20564.0,21627.0,21599.0,20899.0,22839.0
13183,5992,0.0,,,,
13185,29931,22008.0,22598.0,30086.0,38262.0,39211.0
13187,9314,8307.0,10789.0,10593.0,11045.0,10872.0
13189,5019,5517.0,5191.0,5861.0,5433.0,6351.0
13195,8460,7295.0,7966.0,8626.0,9223.0,10403.0
13199,4641,,4234.0,5323.0,5232.0,7431.0
13205,5560,5301.0,5414.0,5607.0,5511.0,5846.0
13207,8377,8547.0,8371.0,8233.0,10476.0,8658.0
13213,10332,10429.0,11111.0,12282.0,12037.0,12964.0
13215,56493,52898.0,58876.0,60516.0,70866.0,72918.0
13217,28216,30786.0,35545.0,34902.0,38167.0,39011.0
13219,11725,11656.0,12982.0,13670.0,14141.0,13795.0
13223,45961,43286.0,48198.0,50170.0,55686.0,57548.0
13225,6667,7627.0,6830.0,7939.0,8422.0,10116.0
13227,9072,9669.0,11410.0,10991.0,11795.0,12207.0
13233,11935,11572.0,10362.0,11752.0,13175.0,13401.0
13237,6205,6827.0,6856.0,8806.0,8021.0,8145.0
13245,56393,54652.0,53401.0,55170.0,62246.0,64605.0
13247,22462,24730.0,26787.0,27916.0,28609.0,31459.0
13255,16765,16652.0,17121.0,18913.0,21225.0,23670.0
13257,4934,5943.0,7864.0,6620.0,7797.0,8755.0
13261,7286,8528.0,5719.0,8147.0,9269.0,8629.0
13267,6506,5882.0,5994.0,6096.0,5260.0,6135.0
13275,12890,14293.0,15161.0,14167.0,15138.0,15724.0
13277,7810,10225.0,10236.0,9265.0,12596.0,11356.0
13279,7043,8248.0,6989.0,7308.0,7493.0,8029.0
13285,17248,16285.0,18967.0,19061.0,22209.0,24079.0
13291,6281,8340.0,7999.0,8010.0,10113.0,10080.0
13293,7261,6980.0,7500.0,8061.0,8921.0,9692.0
13295,18962,21287.0,21280.0,21855.0,23450.0,23871.0
13297,24219,23975.0,28616.0,28321.0,31245.0,33709.0
13299,9957,9893.0,10206.0,9147.0,8474.0,11221.0
13303,4338,4495.0,4555.0,4543.0,5146.0,6073.0
13305,6825,7705.0,7194.0,8907.0,9108.0,9579.0
13311,6944,7564.0,10626.0,9417.0,8745.0,10040.0
13313,28098,28627.0,30006.0,28222.0,31294.0,32362.0
13321,5803,5780.0,5700.0,4725.0,5519.0,5385.0
15001,52118,51724.0,53346.0,60477.0,63010.0,67398.0
15003,261891,268549.0,269233.0,280079.0,310185.0,307089.0
15007,18643,18609.0,19852.0,20879.0,22040.0,23199.0
15009,44546,45809.0,44019.0,45557.0,48597.0,50811.0
16001,124491,140609.0,159970.0,169379.0,182885.0,189668.0
16005,25715,26213.0,26718.0,27893.0,28729.0,30560.0
16011,12537,13709.0,12245.0,14013.0,13849.0,14159.0
16013,6448,0.0,7234.0,0.0,0.0,0.0
16017,11918,13314.0,14130.0,13607.0,18500.0,18335.0
16019,34383,34739.0,36291.0,37139.0,39266.0,39505.0
16027,57773,58699.0,65528.0,70252.0,74646.0,80516.0
16031,6620,6972.0,7613.0,6392.0,7428.0,7213.0
16039,7170,8686.0,8920.0,9913.0,8954.0,10402.0
16051,7123,7637.0,8520.0,8165.0,9136.0,9678.0
16053,5903,6285.0,6671.0,6013.0,7569.0,7512.0
16055,48569,51424.0,54683.0,57332.0,60173.0,65926.0
16057,12255,13274.0,13277.0,13701.0,14327.0,14623.0
16065,7618,8196.0,8283.0,9905.0,10044.0,9973.0
16067,5523,6477.0,5852.0,5602.0,6329.0,6537.0
16069,12934,12431.0,12946.0,13817.0,14507.0,15297.0
16075,6615,7095.0,6821.0,8494.0,7765.0,9950.0
16083,25749,25550.0,26909.0,27033.0,29872.0,32833.0
17001,20908,21644.0,21452.0,21574.0,23771.0,24282.0
17007,16843,16368.0,16865.0,16208.0,17130.0,17527.0
17011,10789,11115.0,10936.0,11074.0,11683.0,11852.0
17019,66274,69734.0,70421.0,68372.0,76093.0,75496.0
17021,10414,11054.0,11214.0,9973.0,10477.0,12035.0
17027,10773,11341.0,12134.0,11838.0,13138.0,13873.0
17029,15594,15670.0,17778.0,16720.0,16153.0,18520.0
17031,1567983,1577679.0,1652270.0,1679171.0,1839763.0,1885957.0
17037,32202,32464.0,34821.0,36124.0,35681.0,36228.0
17043,304682,309282.0,316315.0,316753.0,329505.0,330132.0
17049,10377,11743.0,11531.0,12434.0,12315.0,12908.0
17051,5151,6157.0,6080.0,6586.0,5777.0,7091.0
17055,10441,11486.0,12509.0,13149.0,13176.0,12758.0
17057,10750,10542.0,11592.0,10474.0,12484.0,12036.0
17063,16544,17341.0,17503.0,18233.0,18853.0,18616.0
17073,14640,15715.0,15319.0,15393.0,17692.0,17972.0
17075,9291,9103.0,10056.0,8970.0,10185.0,9362.0
17077,19097,18873.0,18644.0,19662.0,21102.0,19419.0
17081,11688,11779.0,12423.0,12321.0,12500.0,13041.0
17083,5490,5814.0,6118.0,6245.0,6671.0,6692.0
17085,7358,8637.0,7493.0,8827.0,8959.0,8796.0
17089,150843,160369.0,161931.0,161488.0,170002.0,170604.0
17091,30912,30524.0,31661.0,31452.0,35697.0,37143.0
17093,37350,37134.0,37045.0,38340.0,41934.0,43098.0
17095,14397,15171.0,15291.0,15361.0,18171.0,19022.0
17097,216417,223505.0,223259.0,225552.0,236593.0,243215.0
17099,35615,37920.0,36943.0,37073.0,37994.0,38508.0
17103,11366,10170.0,11241.0,11712.0,11488.0,12058.0
17105,11194,10986.0,12063.0,11086.0,12676.0,13485.0
17107,7982,8804.0,8068.0,7974.0,9867.0,9767.0
17109,8555,7817.0,8716.0,9466.0,10795.0,9705.0
17111,101364,105100.0,106618.0,105774.0,110785.0,111956.0
17113,54384,54353.0,55721.0,53871.0,60750.0,60916.0
17115,34935,34512.0,35846.0,32026.0,36426.0,39248.0
17117,14343,14669.0,15263.0,14580.0,14420.0,16002.0
17119,86807,87780.0,92916.0,93229.0,97376.0,98794.0
17121,12808,12710.0,11826.0,12706.0,13185.0,13293.0
17133,10404,11634.0,11472.0,12573.0,11682.0,12702.0
17135,8538,8817.0,8872.0,8621.0,9994.0,9454.0
17137,10748,10569.0,10202.0,9725.0,11161.0,11672.0
17141,17442,16886.0,17944.0,16921.0,16910.0,19348.0
17143,55711,55199.0,58415.0,61402.0,72041.0,68172.0
17145,6158,6440.0,6438.0,7327.0,7238.0,6902.0
17157,9305,9520.0,8981.0,9512.0,10210.0,10615.0
17161,49000,49043.0,50928.0,52023.0,52831.0,54740.0
17163,78076,80665.0,80071.0,87379.0,89101.0,91460.0
17165,6954,7004.0,7162.0,7868.0,7607.0,7641.0
17167,66769,68180.0,66306.0,66051.0,72872.0,76616.0
17173,6308,6684.0,7400.0,7046.0,7400.0,8270.0
17177,15389,15039.0,15356.0,16300.0,16655.0,16490.0
17179,45907,44581.0,45120.0,43237.0,47847.0,49978.0
17183,24020,22396.0,22663.0,24903.0,23744.0,27995.0
17195,17593,18384.0,19119.0,16863.0,18590.0,20338.0
17197,201588,204145.0,207241.0,207221.0,224855.0,227314.0
17199,19855,20780.0,20978.0,22560.0,22933.0,26117.0
17201,93062,95087.0,98615.0,99084.0,100508.0,102937.0
17203,11466,12646.0,12674.0,12290.0,12352.0,13348.0
18001,8653,8711.0,9002.0,8707.0,9984.0,9334.0
18003,118645,122113.0,125511.0,130689.0,141775.0,143086.0
18005,24928,24859.0,26498.0,26698.0,29781.0,30357.0
18011,20849,22189.0,23030.0,23348.0,26905.0,26260.0
18017,11167,11016.0,11219.0,11357.0,12251.0,13158.0
18019,33615,33242.0,35091.0,33958.0,44592.0,47306.0
18021,7568,8906.0,8628.0,8715.0,9571.0,9108.0
18023,9522,8928.0,9868.0,8378.0,10501.0,11752.0
18027,6749,7347.0,9125.0,8359.0,8827.0,9282.0
18029,14746,15243.0,15811.0,16707.0,17840.0,17376.0
18031,7938,8007.0,8180.0,8163.0,8813.0,9041.0
18033,13369,13072.0,13789.0,13048.0,14967.0,14605.0
18035,35711,36447.0,35226.0,37128.0,40004.0,42207.0
18037,13894,14310.0,13125.0,15051.0,13764.0,15019.0
18039,54548,59985.0,61914.0,58594.0,59895.0,64347.0
18041,6674,7155.0,7850.0,7106.0,7964.0,7781.0
18043,22337,21906.0,24656.0,23078.0,26833.0,30167.0
18047,6097,6511.0,6440.0,8283.0,7340.0,8026.0
18049,6285,,6737.0,6350.0,7268.0,5937.0
18051,10994,10286.0,10888.0,10676.0,11565.0,11440.0
18053,17001,17515.0,20219.0,22003.0,22995.0,23211.0
18055,8744,9235.0,9229.0,9858.0,10272.0,10693.0
18057,110724,112953.0,115410.0,118872.0,126115.0,129463.0
18059,22709,24798.0,24176.0,25209.0,30286.0,30659.0
18061,10861,10955.0,10491.0,10904.0,13410.0,13083.0
18063,50434,52276.0,54523.0,55501.0,61278.0,62110.0
18065,11670,13683.0,14770.0,14227.0,16538.0,16815.0
18067,27148,26405.0,27689.0,29216.0,32131.0,32243.0
18069,10117,11795.0,12290.0,11957.0,13808.0,13889.0
18071,12173,12051.0,13230.0,12145.0,15470.0,14652.0
18073,10195,10346.0,10818.0,10305.0,11444.0,11983.0
18075,5404,5170.0,5947.0,6589.0,7384.0,6772.0
