puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
0605910,0605921,CA,Orange County (North Central)--Anaheim City (East),"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",774,0.0039,0.0055
0605911,0605919,CA,Orange County (Central)--Orange & Villa Park Cities,Orange County (North Central)--Anaheim City (East),3,0,0
0605911,0605920,CA,Orange County (Central)--Orange & Villa Park Cities,Orange County (Central)--Orange & Villa Park Cities,140515,0.997,0.9617
0605911,0605921,CA,Orange County (Central)--Orange & Villa Park Cities,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",132,0.0009,0.0009
0605911,0605922,CA,Orange County (Central)--Orange & Villa Park Cities,Orange County (Central)--Irvine (Northwest) & Tustin Cities,285,0.002,0.0022
0605912,0605912,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",169734,1,0.9966
0605913,0605913,CA,Orange County (Northwest)--Garden Grove City (East),Orange County (Northwest)--Garden Grove City (East),160453,0.9998,1
0605913,0605919,CA,Orange County (Northwest)--Garden Grove City (East),Orange County (North Central)--Anaheim City (East),40,0.0002,0.0002
0605914,0605912,CA,Orange County (Northwest)--Huntington Beach City,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",381,0.0019,0.0022
0605914,0605914,CA,Orange County (Northwest)--Huntington Beach City,Orange County (Northwest)--Huntington Beach City,196679,0.9976,0.9993
0605914,0605925,CA,Orange County (Northwest)--Huntington Beach City,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",89,0.0005,0.0005
0605915,0605921,CA,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",336,0.0029,0.0024
0605915,0605926,CA,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,Orange County (South Central)--Mission Viejo and Laguna Hills Cities,496,0.0043,0.0042
0605915,0605927,CA,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,100199,0.8782,0.9115
0605915,0605928,CA,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",13062,0.1145,0.0697
0605916,0605916,CA,Orange County (Central)--Santa Ana City (West),Orange County (Central)--Santa Ana City (West),145054,0.9822,0.9976
0605916,0605918,CA,Orange County (Central)--Santa Ana City (West),Orange County (Central)--Costa Mesa & Fountain Valley Cities,27,0.0002,0.0001
0605916,0605919,CA,Orange County (Central)--Santa Ana City (West),Orange County (North Central)--Anaheim City (East),2604,0.0176,0.0133
0605917,0605917,CA,Orange County (Central)--Santa Ana City (East),Orange County (Central)--Santa Ana City (East),156226,1,1
0605918,0605916,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,Orange County (Central)--Santa Ana City (West),352,0.0019,0.0024
0605918,0605918,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,Orange County (Central)--Costa Mesa & Fountain Valley Cities,180523,0.9981,0.9999
0606101,0606101,CA,Placer County (Southwest)--Roseville City,Placer County (Southwest)--Roseville City,152794,0.9857,0.9926
0606101,0606102,CA,Placer County (Southwest)--Roseville City,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",2187,0.0141,0.0163
0606101,0610100,CA,Placer County (Southwest)--Roseville City,Sutter & Yuba Counties--Yuba City & Marysville Cities,35,0.0002,0.0002
0606102,0606101,CA,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",Placer County (Southwest)--Roseville City,1139,0.0086,0.0074
0606102,0606102,CA,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",131991,0.9914,0.9814
0606102,0606103,CA,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",Placer County (East/High Country Region)--Auburn & Colfax Cities,1,0,0
0606103,0606102,CA,Placer County (East/High Country Region)--Auburn & Colfax Cities,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",313,0.0027,0.0023
0606103,0606103,CA,Placer County (East/High Country Region)--Auburn & Colfax Cities,Placer County (East/High Country Region)--Auburn & Colfax Cities,116314,0.9966,1
0606103,0610100,CA,Placer County (East/High Country Region)--Auburn & Colfax Cities,Sutter & Yuba Counties--Yuba City & Marysville Cities,80,0.0007,0.0004
0606501,0606501,CA,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",186540,1,1
0606502,0606502,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",131935,1,0.9999
0606503,0606523,CA,Riverside County (Southwest)--Temecula City,Riverside County (Southwest)--Temecula City,125246,0.8941,0.889
0606503,0606524,CA,Riverside County (Southwest)--Temecula City,Riverside County (Southwest)--Murrieta & Wildomar Cities,14838,0.1059,0.0799
0606504,0606524,CA,Riverside County (Southwest)--Murrieta & Wildomar Cities,Riverside County (Southwest)--Murrieta & Wildomar Cities,146288,1,0.7875
0606505,0606516,CA,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,105256,0.473,1
0606505,0606517,CA,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",Riverside County (Southwest)--Menifee City,117021,0.5259,1
0606505,0606525,CA,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",Riverside County (Southwest)--Hemet City & East Hemet,229,0.001,0.0017
0606506,0606517,CA,Riverside County (Southwest)--Hemet City & East Hemet,Riverside County (Southwest)--Menifee City,4,0,0
0606506,0606523,CA,Riverside County (Southwest)--Hemet City & East Hemet,Riverside County (Southwest)--Temecula City,15645,0.0906,0.111
0606506,0606524,CA,Riverside County (Southwest)--Hemet City & East Hemet,Riverside County (Southwest)--Murrieta & Wildomar Cities,24647,0.1428,0.1327
0606506,0606525,CA,Riverside County (Southwest)--Hemet City & East Hemet,Riverside County (Southwest)--Hemet City & East Hemet,132326,0.7666,0.9983
0606507,0606502,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",18,0.0001,0.0001
0606507,0606507,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",174218,0.9982,0.9958
0606507,0607105,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",San Bernardino County (Southwest)--Redlands & Yucaipa Cities,297,0.0017,0.002
0606508,0606509,CA,Riverside County (Northwest)--Moreno Valley City,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",820,0.0041,0.0061
0606508,0606518,CA,Riverside County (Northwest)--Moreno Valley City,Riverside County (Northwest)--Moreno Valley City (North),97894,0.4946,0.9337
0606508,0606519,CA,Riverside County (Northwest)--Moreno Valley City,Riverside County (Northwest)--Moreno Valley City (South),99205,0.5012,0.9617
0606509,0606509,CA,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",133063,1,0.9939
0606510,0606518,CA,Riverside County (Northwest)--Riverside City (East),Riverside County (Northwest)--Moreno Valley City (North),6843,0.044,0.0653
0606510,0606519,CA,Riverside County (Northwest)--Riverside City (East),Riverside County (Northwest)--Moreno Valley City (South),3949,0.0254,0.0383
0606510,0606520,CA,Riverside County (Northwest)--Riverside City (East),Riverside County (Northwest)--Riverside City (East),144591,0.9305,0.9575
0606511,0606511,CA,Riverside County (Northwest)--Riverside City (West),Riverside County (Northwest)--Riverside City (West),169137,0.9997,0.9926
0606511,0606522,CA,Riverside County (Northwest)--Riverside City (West),Riverside County (West Central)--Corona (Northwest) & Norco Cities,53,0.0003,0.0004
0606512,0606511,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",Riverside County (Northwest)--Riverside City (West),1018,0.0095,0.006
0606512,0606520,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",Riverside County (Northwest)--Riverside City (East),6414,0.0601,0.0425
0606512,0606521,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",86909,0.8141,0.8018
0606512,0606522,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",Riverside County (West Central)--Corona (Northwest) & Norco Cities,12412,0.1163,0.0904
0606513,0605906,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",8,0.0001,0
0606513,0606521,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",21481,0.1468,0.1982
0606513,0606522,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,Riverside County (West Central)--Corona (Northwest) & Norco Cities,124821,0.8531,0.9091
0606514,0606511,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,Riverside County (Northwest)--Riverside City (West),246,0.0014,0.0014
0606514,0606514,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,174806,0.9985,1
0606514,0606522,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,Riverside County (West Central)--Corona (Northwest) & Norco Cities,16,0.0001,0.0001
0606515,0606501,CA,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",6,0,0
0606515,0606515,CA,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",159907,1,1
0606701,0606701,CA,Sacramento County (North Central)--Citrus Heights City,Sacramento County (North Central)--Citrus Heights City,111221,1,0.9968
0606702,0606713,CA,Sacramento County (Central)--Rancho Cordova City,Sacramento County (Central)--Rancho Cordova City,105207,0.8275,0.9977
0606702,0606717,CA,Sacramento County (Central)--Rancho Cordova City,"Sacramento County--Galt, Isleton Cities, Delta Region & Rural",21936,0.1725,0.2109
0606703,0606703,CA,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",119575,0.9977,1
0606703,0606704,CA,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",29,0.0002,0.0002
0606703,0606713,CA,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",Sacramento County (Central)--Rancho Cordova City,243,0.002,0.0023
0606704,0606701,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",Sacramento County (North Central)--Citrus Heights City,358,0.0026,0.0032
0606704,0606704,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",137906,0.996,0.9996
0606704,0606706,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",153,0.0011,0.0012
0606704,0606707,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),41,0.0003,0.0003
0606705,0606705,CA,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),123062,1,1
0606706,0606706,CA,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",126213,1,0.9988
0606707,0606704,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",23,0.0002,0.0002
0606707,0606707,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),133330,0.9998,0.9997
0606708,0606707,CA,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),3,0,0
0606708,0606714,CA,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",141800,0.9543,1
0606708,0606717,CA,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)","Sacramento County--Galt, Isleton Cities, Delta Region & Rural",6781,0.0456,0.0652
0606709,0606709,CA,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",147629,0.9977,1
0606709,0606715,CA,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",Sacramento County (Central)--Elk Grove City (West),340,0.0023,0.0032
0606710,0606715,CA,Sacramento County (Central)--Elk Grove City,Sacramento County (Central)--Elk Grove City (West),96858,0.5948,0.9109
0606710,0606716,CA,Sacramento County (Central)--Elk Grove City,Sacramento County (Central)--Elk Grove City (East),61380,0.3769,0.5621
0606710,0606717,CA,Sacramento County (Central)--Elk Grove City,"Sacramento County--Galt, Isleton Cities, Delta Region & Rural",4609,0.0283,0.0443
0606711,0606715,CA,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",Sacramento County (Central)--Elk Grove City (West),9138,0.0716,0.0859
0606711,0606716,CA,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",Sacramento County (Central)--Elk Grove City (East),47815,0.3749,0.4379
0606711,0606717,CA,"Sacramento County (South)--Galt, Isleton Cities & Delta Region","Sacramento County--Galt, Isleton Cities, Delta Region & Rural",70515,0.5529,0.678
0606711,0607708,CA,"Sacramento County (South)--Galt, Isleton Cities & Delta Region","San Joaquin County (East)--Lodi, Ripon & Escalon Cities",78,0.0006,0.0005
0606712,0606712,CA,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",118728,1,1
0607101,0602905,CA,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",85,0.0006,0.0004
0607101,0607101,CA,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,141536,0.9992,0.9994
0607101,0607103,CA,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,32,0.0002,0.0002
0607102,0607101,CA,San Bernardino County (West Central)--Victorville & Adelanto Cities,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,70,0.0004,0.0005
0607102,0607102,CA,San Bernardino County (West Central)--Victorville & Adelanto Cities,San Bernardino County (West Central)--Victorville & Adelanto Cities,188884,0.9956,0.9999
0607102,0607103,CA,San Bernardino County (West Central)--Victorville & Adelanto Cities,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,722,0.0038,0.0039
0607102,0607104,CA,San Bernardino County (West Central)--Victorville & Adelanto Cities,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",43,0.0002,0.0004
0607103,0607102,CA,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,San Bernardino County (West Central)--Victorville & Adelanto Cities,13,0.0001,0.0001
0607103,0607103,CA,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,182678,0.9998,0.9958
0607103,0607104,CA,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",16,0.0001,0.0001
0607104,0607101,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,15,0.0001,0.0001
0607104,0607102,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (West Central)--Victorville & Adelanto Cities,2,0,0
0607104,0607103,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (West Central)--Hesperia City & Apple Valley Town,9,0.0001,0
0607104,0607104,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",118532,0.9795,0.9799
0607104,0607105,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--Redlands & Yucaipa Cities,369,0.003,0.0025
0607104,0607107,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--San Bernardino City (East),2,0,0
0607104,0607108,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--San Bernardino City (West),989,0.0082,0.0056
0607104,0607111,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--Rancho Cucamonga City,913,0.0075,0.0052
0607104,0607112,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--Upland & Montclair Cities,31,0.0003,0.0002
0607104,0607115,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--Fontana City (West),45,0.0004,0.0004
0607104,0607117,CA,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",San Bernardino County (Southwest)--Rialto City,104,0.0009,0.0009
0607105,0606507,CA,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",725,0.0049,0.0041
0607105,0607104,CA,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",11,0.0001,0.0001
0607105,0607105,CA,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,146136,0.995,0.989
0607105,0607107,CA,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,San Bernardino County (Southwest)--San Bernardino City (East),3,0,0
0607106,0606507,CA,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",11,0.0001,0.0001
0607106,0606518,CA,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",Riverside County (Northwest)--Moreno Valley City (North),110,0.001,0.001
0607106,0607105,CA,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",San Bernardino County (Southwest)--Redlands & Yucaipa Cities,751,0.0071,0.0051
0607106,0607108,CA,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",San Bernardino County (Southwest)--San Bernardino City (West),454,0.0043,0.0026
0607106,0607116,CA,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",104748,0.9875,0.9405
0607107,0607104,CA,San Bernardino County (Southwest)--San Bernardino City (East),"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",816,0.0072,0.0067
0607107,0607105,CA,San Bernardino County (Southwest)--San Bernardino City (East),San Bernardino County (Southwest)--Redlands & Yucaipa Cities,204,0.0018,0.0014
0607107,0607107,CA,San Bernardino County (Southwest)--San Bernardino City (East),San Bernardino County (Southwest)--San Bernardino City (East),112908,0.991,1
0607108,0607104,CA,San Bernardino County (Southwest)--San Bernardino City (West),"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",1383,0.0077,0.0114
0607108,0607108,CA,San Bernardino County (Southwest)--San Bernardino City (West),San Bernardino County (Southwest)--San Bernardino City (West),176402,0.9823,0.9919
0607108,0607116,CA,San Bernardino County (Southwest)--San Bernardino City (West),"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",1799,0.01,0.0162
0607109,0607116,CA,San Bernardino County (Southwest)--Rialto City,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",4827,0.0418,0.0433
0607109,0607117,CA,San Bernardino County (Southwest)--Rialto City,San Bernardino County (Southwest)--Rialto City,110541,0.9582,0.9991
0607110,0607110,CA,San Bernardino County (Southwest)--Fontana City (East),San Bernardino County (Southwest)--Fontana City (East),110688,1,1
0607111,0607104,CA,San Bernardino County (Southwest)--Rancho Cucamonga City,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",165,0.0009,0.0014
0607111,0607111,CA,San Bernardino County (Southwest)--Rancho Cucamonga City,San Bernardino County (Southwest)--Rancho Cucamonga City,172641,0.9935,0.9896
0607111,0607112,CA,San Bernardino County (Southwest)--Rancho Cucamonga City,San Bernardino County (Southwest)--Upland & Montclair Cities,60,0.0003,0.0005
0607111,0607115,CA,San Bernardino County (Southwest)--Rancho Cucamonga City,San Bernardino County (Southwest)--Fontana City (West),899,0.0052,0.0073
0607112,0603711,CA,San Bernardino County (Southwest)--Upland & Montclair Cities,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",15,0.0001,0.0001
0607112,0603712,CA,San Bernardino County (Southwest)--Upland & Montclair Cities,Los Angeles County (East Central)--Pomona City,77,0.0006,0.0005
0607112,0607111,CA,San Bernardino County (Southwest)--Upland & Montclair Cities,San Bernardino County (Southwest)--Rancho Cucamonga City,899,0.0071,0.0052
0607112,0607112,CA,San Bernardino County (Southwest)--Upland & Montclair Cities,San Bernardino County (Southwest)--Upland & Montclair Cities,126078,0.9919,0.9901
0607112,0607118,CA,San Bernardino County (Southwest)--Upland & Montclair Cities,San Bernardino County (Southwest)--Ontario City,36,0.0003,0.0002
0607113,0607118,CA,San Bernardino County (Southwest)--Ontario City,San Bernardino County (Southwest)--Ontario City,173774,0.9985,0.9609
0607113,0607119,CA,San Bernardino County (Southwest)--Ontario City,San Bernardino County (Southwest)--Chino & Chino Hills Cities,269,0.0015,0.0016
0607114,0605906,CA,San Bernardino County (Southwest)--Chino & Chino Hills Cities,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",1005,0.0057,0.0052
0607114,0607118,CA,San Bernardino County (Southwest)--Chino & Chino Hills Cities,San Bernardino County (Southwest)--Ontario City,7038,0.0397,0.0389
0607114,0607119,CA,San Bernardino County (Southwest)--Chino & Chino Hills Cities,San Bernardino County (Southwest)--Chino & Chino Hills Cities,169047,0.9546,0.9954
0607115,0607111,CA,San Bernardino County (Southwest)--Fontana City (West),San Bernardino County (Southwest)--Rancho Cucamonga City,3,0,0
0607115,0607115,CA,San Bernardino County (Southwest)--Fontana City (West),San Bernardino County (Southwest)--Fontana City (West),121632,1,0.9923
0607301,0607301,CA,San Diego County (Northwest)--Oceanside City & Camp Pendleton,San Diego County (Northwest)--Oceanside City & Camp Pendleton,196491,0.9956,1
0607301,0607324,CA,San Diego County (Northwest)--Oceanside City & Camp Pendleton,San Diego County (Northwest)--Carlsbad City,878,0.0044,0.0067
0607302,0607302,CA,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",125520,0.9998,0.9975
0607302,0607306,CA,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",San Diego County (Northwest)--Escondido City (East),22,0.0002,0.0002
0607302,0607307,CA,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",6,0,0.0001
0607303,0607323,CA,San Diego County (Northwest)--Vista City,San Diego County (Northwest)--Vista City,113228,0.9997,0.972
0607303,0607325,CA,San Diego County (Northwest)--Vista City,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,31,0.0003,0.0002
0607304,0607323,CA,San Diego County (Northwest)--Carlsbad City,San Diego County (Northwest)--Vista City,9,0.0001,0.0001
0607304,0607324,CA,San Diego County (Northwest)--Carlsbad City,San Diego County (Northwest)--Carlsbad City,123569,0.9999,0.9412
0607305,0607323,CA,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,San Diego County (Northwest)--Vista City,3254,0.0251,0.0279
0607305,0607325,CA,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,126142,0.9746,0.9991
0607305,0607326,CA,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,31,0.0002,0.0002
0607306,0607302,CA,San Diego County (Northwest)--Escondido City (East),"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",311,0.0022,0.0025
0607306,0607306,CA,San Diego County (Northwest)--Escondido City (East),San Diego County (Northwest)--Escondido City (East),144278,0.9978,0.9998
0607307,0607307,CA,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",112309,1,0.9999
0607308,0607308,CA,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,128315,1,0.9999
0607309,0607311,CA,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),29,0.0002,0.0002
0607309,0607324,CA,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,San Diego County (Northwest)--Carlsbad City,6845,0.0382,0.0521
0607309,0607325,CA,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,82,0.0005,0.0006
0607309,0607326,CA,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,172130,0.9612,0.9928
0607310,0607310,CA,San Diego County (West)--San Diego City (Southwest/Central Coastal),San Diego County (West)--San Diego City (Southwest/Central Coastal),165312,0.9952,0.9997
0607310,0607316,CA,San Diego County (West)--San Diego City (Southwest/Central Coastal),San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),3,0,0
0607310,0607326,CA,San Diego County (West)--San Diego City (Southwest/Central Coastal),San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,792,0.0048,0.0046
0607311,0607311,CA,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),123909,0.9966,0.9998
0607311,0607326,CA,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,419,0.0034,0.0024
0607312,0607308,CA,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights),San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,12,0.0001,0.0001
0607312,0607312,CA,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights),San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P,123738,0.9871,1
0607312,0607315,CA,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights),San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU,1604,0.0128,0.0096
